,topic numbers,Combined Text
0,average score,-0.05584903654926467
1,std dev,0.12018587203690811
2,0,-0.1803233268093053
3,1,0.06258391394393291
4,2,-0.032420337798624105
5,3,-0.00702698946477481
6,4,-0.16837958220580396
7,5,0.09171065689964715
8,6,0.19460350180128952
9,7,-0.03238930623776365
10,8,0.19359306660976452
11,9,0.06728175292299439
12,10,-0.11351037021219523
13,11,-0.22174899312607516
14,12,-0.17689051328272928
15,13,-0.2273235782221675
16,14,0.0418813386734723
17,15,0.05027158188475049
18,16,-0.17298067219615268
19,17,0.09080798163341385
20,18,-0.2546045426844395
21,19,0.04651956037823744
22,20,-0.0107690719532572
23,21,-0.03964632472345286
24,22,-0.10936111839786176
25,23,0.06255315470626713
26,24,0.210303412786475
27,25,-0.17396407583657672
28,26,-0.10463507343118252
29,27,-0.04366970921472006
30,28,-0.11964167683240297
31,29,-0.012555673275924467
32,30,0.40262798467074684
33,31,-0.09891447420690179
34,32,-0.050681159026699944
35,33,-0.14437085737752198
36,34,-0.17834937908845763
37,35,0.1237796986283147
38,36,0.081151527511608
39,37,0.14680547502006663
40,38,0.15371178652208614
41,39,-0.1898574717965501
42,40,-0.14816485503190321
43,41,-0.1541913053564576
44,42,-0.13885081850519737
45,43,-0.2620852469725143
46,44,-0.04199818450501293
47,45,-0.06915252203610565
48,46,0.07599488226879475
49,47,0.071958216248424
50,48,-0.098246435839658
51,49,-0.16096425062783953
52,50,-0.0931778235563975
53,51,-0.06684533689812723
54,52,0.027508777227950906
55,53,-0.08991699926831127
56,54,-0.1440556903208237
57,55,-0.18104823656149685
58,56,-0.09218064921764506
59,57,-0.10288851021359216
60,58,-0.031984479849720276
61,59,-0.05608087889188724
62,60,-0.055347067264754635
63,61,-0.07615779152943457
64,62,-0.11768989771188706
65,63,0.07244172872140998
66,64,-0.030644482496190704
67,65,-0.14655713631793763
68,66,0.01939987517413054
69,67,-0.15538557420572485
70,68,-0.24157295756682629
71,69,-0.12623757835990446
72,70,-0.13633328499521513
73,71,-0.2198402876586954
74,72,0.12096768546024411
75,73,-0.08681446485713698
76,74,-0.07967478309967341
77,75,-0.12506537549005925
78,76,-0.10502376626875526
79,77,-0.13738501177204437
80,78,0.05028629019222963
81,79,-0.14908474999350524
82,80,0.016580595960701765
83,81,-0.09789306201778548
84,82,-0.18393871259920197
85,83,0.1448953883336152
86,84,0.18661213286299305
87,85,-0.10302502981363647
88,86,-0.1432873076421813
89,87,0.0019187079734843187
90,88,-0.2216410778544755
91,89,0.08895382974408829
92,90,-0.0397332482076095
93,91,0.062083599281974884
94,92,-0.18894133326541168
95,93,-0.10595385980833394
96,94,-0.11506911297898237
97,95,-0.1998890469375337
98,96,-0.16503682668896438
99,97,-0.046361535108005905
100,98,-0.07716915403762784
101,99,-0.09948326843865228
102,100,-0.11102394314475086
103,101,-0.11436312441138799
104,102,0.15326304062087015
105,103,-0.11389645839071731
106,104,-0.11143046586726163
107,105,-0.14032170298612037
108,106,-0.14116869790981387
109,107,-0.09683008083159271
110,108,0.06983839897500001
111,109,0.07483419552393047
