,topic numbers,Combined Text
0,average score,-0.006052161110640327
1,std dev,0.13914119710344022
2,0,-0.13130334690444775
3,1,0.16022406387870491
4,2,0.18313653025274879
5,3,0.27381127576668485
6,4,0.20011070731676167
7,5,0.03272341682784466
8,6,0.23884151318350413
9,7,-0.048798262208885834
10,8,0.16624829764806273
11,9,-0.22561347502716017
12,10,0.07524190264620213
13,11,-0.13112514137307188
14,12,0.18629476181699742
15,13,-0.07465031694745944
16,14,0.19359079401247598
17,15,0.2583541393351
18,16,-0.11345604265089666
19,17,0.06483649725716371
20,18,-0.032384832953274136
21,19,0.006571561520635886
22,20,0.1359732520528104
23,21,-0.10059737258972289
24,22,0.11285665519854986
25,23,0.04950643774083455
26,24,0.027591796861984062
27,25,-0.08347324479496865
28,26,0.1874670250965513
29,27,0.19328118831776314
30,28,0.00868503052613928
31,29,-0.08648384499896097
32,30,0.04191159938247443
33,31,-0.22729397436732457
34,32,-0.06384323105214977
35,33,-0.03965038436872955
36,34,0.21918045120438506
37,35,-0.09407126683941647
38,36,0.13851484991796495
39,37,0.1436107671875293
40,38,-0.1607084327769051
41,39,0.01967924814450178
42,40,0.19565420303295944
43,41,0.17465754864860655
44,42,-0.00920239102071828
45,43,0.008066811854500573
46,44,-0.10613689445801414
47,45,-0.16733939720729846
48,46,-0.2029822543266344
49,47,-0.1664030059264357
50,48,-0.04365798344031948
51,49,-0.09255005592992163
52,50,0.2055378211331065
53,51,-0.0023482530837697006
54,52,-0.10963345012133624
55,53,0.08475061989369607
56,54,0.10465090733676798
57,55,0.40251822670709697
58,56,-0.1990835588355073
59,57,-0.1340224303668882
60,58,-0.130653489189775
61,59,-0.18944415265429684
62,60,0.162390378289223
63,61,-0.09874211819201933
64,62,0.1016659731789141
65,63,0.11205304197943412
66,64,0.00022472853481948958
67,65,-0.24945273686398012
68,66,0.10987825563663359
69,67,0.018557825058184815
70,68,0.1487998567604752
71,69,-0.09891617437521617
72,70,-0.11471149491938952
73,71,0.0719492849063286
74,72,-0.00854421817471135
75,73,-0.1422652658741458
76,74,-0.1210166593601655
77,75,-0.06908857788702148
78,76,-0.1980105097202304
79,77,0.044121162960457455
80,78,-0.1568185722961178
81,79,-0.29479433295964974
82,80,-0.09151709205347491
83,81,-0.05741365159296638
84,82,-0.07614516521392818
85,83,-0.11757160296273066
86,84,-0.18026786272839937
87,85,0.01621649546477174
88,86,-0.13629921645878335
89,87,-0.0883833647100931
90,88,-0.10907283534605254
91,89,-0.11142406461591078
92,90,-0.07978566832443892
93,91,0.12096874710561947
94,92,-0.11046767447823971
95,93,0.026863131152265584
96,94,0.03364156079335166
97,95,-0.09789184153114877
98,96,-0.03972047680993506
99,97,-0.09949408833210656
100,98,-0.09682695851910184
101,99,0.14492625612862586
