,Lesson Number,Topics,Intruder
0,102,"[['riskmanagement', 'individual', 'riskreduction', 'commitment', 'reduction', 'integrity', 'overall', 'additionally', 'tool', 'developed'], ['deepspace', 'earthorbit', 'flightsoftware', 'command', 'include', 'commit', 'percent', 'chain', 'staff', 'earth'], ['reviewboard', 'defect', 'undetected', 'mean', 'scheduleimpact', 'considerationgive', 'trace', 'increasecost', 'cost', 'stage'], ['failuremode', 'spaceshuttle', 'longterm', 'resultexcessive', 'futuremission', 'hightemperature', 'acceptancetest', 'shuttleorbiter', 'electricalconnector', 'electricalshort']]","['reviewboard', 'defect', 'undetected', 'mean', 'scheduleimpact', 'considerationgive', 'trace', 'increasecost', 'cost', 'stage']"
