,Lesson Number,Topics,Intruder
0,3157,"[['clickview', 'click', 'video', 'quicktime', 'versionvideo', 'version', 'view', 'airlock', 'discussion', 'hatch'], ['orbiter', 'brake', 'fall', 'position', 'hydraulicfluid', 'mast', 'pull', 'operator', 'smoke', 'thermalprotectionsystem']]","['orbiter', 'brake', 'fall', 'position', 'hydraulicfluid', 'mast', 'pull', 'operator', 'smoke', 'thermalprotectionsystem']"
