,topic numbers,Combined Text Sentences
0,average score,-0.04095263369472419
1,std dev,0.14872752539590356
2,0,0.5141867129590898
3,1,0.17259748436516392
4,2,0.35558463026363274
5,3,-0.1442409627197795
6,4,0.33688508784513066
7,5,0.12090961625839614
8,6,-0.10513801185637595
9,7,0.20423046166088593
10,8,-0.05920443823099708
11,9,0.2812089603882039
12,10,0.049232844917081624
13,11,0.2696098599268612
14,12,0.06476220222804908
15,13,0.10961681348666708
16,14,0.09298129424190713
17,15,0.10545779410861617
18,16,0.012470678751477886
19,17,-0.16894018030803856
20,18,0.17947296358904602
21,19,0.0952442672585852
22,20,0.013087572124525259
23,21,0.1246253963333814
24,22,-0.1767089071572697
25,23,0.043377877105007095
26,24,-0.09907518845007231
27,25,0.016354782753890015
28,26,-0.05045622725758644
29,27,-0.024139280046571728
30,28,0.18232227149398691
31,29,0.0297810120954693
32,30,-0.10633772874858456
33,31,-0.13599038262016377
34,32,0.058804953047451786
35,33,0.19135727296543684
36,34,0.11934034677334425
37,35,0.1252985645118067
38,36,0.024833253248248664
39,37,-0.0867911631805387
40,38,0.05691307292245171
41,39,0.0027113340615357146
42,40,0.05958410469845037
43,41,-0.12927688289042313
44,42,-0.04916772704715829
45,43,-0.18221464608180357
46,44,-0.10425759000042649
47,45,-0.12537017406062406
48,46,0.1018443308523301
49,47,-0.11797416152645744
50,48,-0.06842953310520732
51,49,-0.15675339648504524
52,50,-0.18483198921286734
53,51,0.15890977638813106
54,52,-0.15839451939422314
55,53,0.29653437319814074
56,54,-0.09942827332048292
57,55,-0.19263567843064572
58,56,-0.09644578608525248
59,57,-0.18385478567862978
60,58,-0.1597270508599025
61,59,-0.12290452767614678
62,60,-0.19058615263551942
63,61,-0.13220549616336102
64,62,-0.040032553478987994
65,63,-0.021659198228750048
66,64,-0.06461206368271151
67,65,-0.04548669023162469
68,66,-0.08603110644896524
69,67,-0.024067314265028075
70,68,0.05948492835512147
71,69,-0.04232908527369429
72,70,-0.0123776855593369
73,71,-0.18302148338001578
74,72,-0.1726099368083216
75,73,0.29629270356207427
76,74,-0.06807536984732664
77,75,-0.1629421146798501
78,76,-0.013146489912265313
79,77,-0.06400866171458443
80,78,-0.11733296297665881
81,79,-0.254483911645577
82,80,-0.028705976663553682
83,81,-0.1819453095323978
84,82,-0.16492477575451972
85,83,-0.1019161842433313
86,84,-0.07112427860186522
87,85,-0.027850770624472457
88,86,-0.19796153058060212
89,87,-0.06652615620084343
90,88,-0.1572092094857194
91,89,-0.16781819323277175
92,90,-0.17068033978529212
93,91,-0.2209843386497997
94,92,-0.2185495295184307
95,93,-0.21340556771749553
96,94,-0.19408144300580174
97,95,-0.006719303715494417
98,96,-0.20261060546210527
99,97,-0.10134876835954998
100,98,-0.13815765083165477
101,99,-0.08120620710854362
102,100,-0.11918245538220382
103,101,-0.1120229634719094
104,102,-0.0777690023075337
105,103,-0.11476794886007327
106,104,0.015465829092831031
107,105,-0.09607499945629261
108,106,-0.1608358976186718
109,107,0.2861256091529488
110,108,0.13205382311890615
111,109,0.02318563850194265
112,110,-0.19677533200321481
113,111,-0.18294591505737054
114,112,-0.16982757960377987
115,113,-0.2975999516822059
116,114,-0.1466109533399919
117,115,-0.019053558058364256
118,116,0.1982045026218016
119,117,-0.2107937139640945
120,118,-0.1769831646194912
121,119,-0.144961872931034
122,120,-0.166982475745873
123,121,-0.2488913220593918
124,122,-0.14469900118135623
125,123,-0.1304289177000862
126,124,-0.040418427080203184
127,125,-0.08592778620201737
