,narr_cause,narr_accf,document IDs for row,number of documents for row
0,,"airplane, pilot, runway, landing, engine, left, reported, flight, right, pilot reported","['20110922X02300', '20120731X93859', '20121019X62323', '20130221X23453', '20130620X50055', '20130819X33924', '20130924X13328']",7
